Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
5,2,32,0,0,3,0.09375
7,2,16,0,0,2,0.125
8,2,16,0,0,1,0.0625
11,3,16,0,0,2,0.125
17,2,32,0,0,3,0.09375
19,2,32,0,0,2,0.0625
21,3,16,0,0,1,0.0625
23,2,16,0,0,1,0.0625
24,3,32,0,0,2,0.0625
28,2,16,0,0,1,0.0625
29,2,16,0,0,1,0.0625
30,3,32,0,0,2,0.0625
31,2,32,0,0,3,0.09375
33,3,32,0,0,2,0.0625
34,3,16,0,0,2,0.125
35,3,32,0,0,3,0.09375
40,2,32,0,0,3,0.09375
41,3,32,0,0,3,0.09375
47,3,16,0,0,1,0.0625
48,2,16,0,0,1,0.0625
1,3,32,0,0,2,0.0625
2,2,16,0,0,4,0.25
4,3,32,0,0,3,0.09375
9,3,32,0,0,2,0.0625
11,3,32,0,0,8,0.25
12,2,16,0,0,4,0.25
14,2,32,0,0,2,0.0625
15,3,16,0,0,1,0.0625
19,2,32,0,0,3,0.09375
20,3,16,0,0,8,0.5
21,2,16,0,0,2,0.125
22,3,16,0,0,4,0.25
26,3,32,0,0,3,0.09375
30,2,16,0,0,4,0.25
31,2,32,0,0,2,0.0625
34,2,32,0,0,16,0.5
36,3,32,0,0,16,0.5
37,2,16,0,0,2,0.125
38,2,16,0,0,8,0.5
42,2,16,0,0,2,0.125
44,2,16,0,0,2,0.125
47,2,16,0,0,1,0.0625
