Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
1,2,16,0,0,1,0.0625
7,3,16,0,0,2,0.125
9,2,16,0,0,1,0.0625
14,3,32,0,0,2,0.0625
17,3,16,0,0,2,0.125
19,2,32,0,0,2,0.0625
20,3,32,0,0,2,0.0625
22,3,32,0,0,2,0.0625
25,3,32,0,0,2,0.0625
26,2,16,0,0,1,0.0625
28,3,16,0,0,1,0.0625
29,3,16,0,0,2,0.125
32,3,16,0,0,1,0.0625
42,3,32,0,0,16,0.5
44,3,16,0,0,2,0.125
47,2,16,0,0,2,0.125
1,2,16,0,0,4,0.25
3,3,16,0,0,1,0.0625
6,2,32,0,0,16,0.5
10,2,16,0,0,2,0.125
11,2,32,0,0,8,0.25
13,3,16,0,0,1,0.0625
18,2,16,0,0,2,0.125
20,2,32,0,0,8,0.25
21,3,16,0,0,8,0.5
23,2,16,0,0,8,0.5
24,3,32,0,0,2,0.0625
25,2,16,0,0,1,0.0625
27,2,32,0,0,3,0.09375
31,2,16,0,0,8,0.5
33,2,32,0,0,8,0.25
34,3,16,0,0,4,0.25
35,3,16,0,0,8,0.5
37,3,32,0,0,2,0.0625
38,3,32,0,0,8,0.25
40,3,16,0,0,1,0.0625
41,3,16,0,0,4,0.25
43,2,16,0,0,2,0.125
44,3,16,0,0,2,0.125
47,3,16,0,0,2,0.125
