Trial,Block,Endowment,Earned,Choice,Offer,Prop_Endowment
2,3,32,0,0,8,0.25
3,3,32,0,0,2,0.0625
4,3,16,0,0,1,0.0625
9,2,16,0,0,2,0.125
10,3,16,0,0,1,0.0625
11,3,16,0,0,1,0.0625
14,3,16,0,0,4,0.25
17,2,16,0,0,4,0.25
22,2,32,0,0,3,0.09375
23,3,16,0,0,4,0.25
28,3,32,0,0,2,0.0625
34,2,16,0,0,1,0.0625
37,2,16,0,0,1,0.0625
39,3,16,0,0,2,0.125
41,3,16,0,0,2,0.125
43,2,32,0,0,2,0.0625
46,3,32,0,0,3,0.09375
8,2,16,0,0,1,0.0625
9,3,32,0,0,3,0.09375
11,3,32,0,0,8,0.25
12,2,16,0,0,2,0.125
14,3,32,0,0,16,0.5
15,2,32,0,0,8,0.25
16,3,32,0,0,2,0.0625
25,3,16,0,0,2,0.125
27,2,16,0,0,8,0.5
28,3,32,0,0,2,0.0625
29,3,32,0,0,3,0.09375
30,3,32,0,0,8,0.25
32,2,16,0,0,4,0.25
34,3,32,0,0,3,0.09375
35,3,32,0,0,16,0.5
39,2,32,0,0,3,0.09375
41,2,32,0,0,3,0.09375
42,2,16,0,0,8,0.5
43,2,32,0,0,16,0.5
44,2,32,0,0,16,0.5
45,3,32,0,0,16,0.5
46,2,32,0,0,2,0.0625
48,3,32,0,0,16,0.5
